fips_code,name,service_area_generation_mwh,fuel_type,year
0200065,Adak,380.127,Distillate Fuel Oil,2008
0200065,Adak,2868.799,Distillate Fuel Oil,2009
0200065,Adak,1869.048,Distillate Fuel Oil,2010
0200065,Adak,1885.810,Distillate Fuel Oil,2011
0200065,Adak,3656.038,Distillate Fuel Oil,2012
0200065,Adak,2681.948,Distillate Fuel Oil,2013
0200065,Adak,2060.313,Distillate Fuel Oil,2014
0200065,Adak,2017.680,Distillate Fuel Oil,2015
0200065,Adak,1977.794,Distillate Fuel Oil,2016
0200065,Adak,1987.416,Distillate Fuel Oil,2017
0200065,Adak,2071.426,Distillate Fuel Oil,2018
0200065,Adak,2142.743,Distillate Fuel Oil,2019
0200065,Adak,1983.991,Distillate Fuel Oil,2020
0200065,Adak,1845.950,Distillate Fuel Oil,2021
0200650,Akhiok,120.649,Distillate Fuel Oil,2001
0200650,Akhiok,17.825,Distillate Fuel Oil,2002
0200650,Akhiok,70.370,Distillate Fuel Oil,2013
0200650,Akhiok,252.263,Distillate Fuel Oil,2014
0200650,Akhiok,257.111,Distillate Fuel Oil,2015
0200650,Akhiok,312.066,Distillate Fuel Oil,2016
0200650,Akhiok,272.273,Distillate Fuel Oil,2017
0200650,Akhiok,275.529,Distillate Fuel Oil,2018
0200650,Akhiok,249.420,Distillate Fuel Oil,2019
0200650,Akhiok,250.903,Distillate Fuel Oil,2020
0200650,Akhiok,286.831,Distillate Fuel Oil,2021
0200760,Akiachak,593.263,Distillate Fuel Oil,2001
0200760,Akiachak,1293.111,Distillate Fuel Oil,2002
0200760,Akiachak,1277.812,Distillate Fuel Oil,2003
0200760,Akiachak,1446.431,Distillate Fuel Oil,2004
0200760,Akiachak,1748.743,Distillate Fuel Oil,2005
0200760,Akiachak,1835.935,Distillate Fuel Oil,2006
0200760,Akiachak,1738.817,Distillate Fuel Oil,2007
0200760,Akiachak,2811.711,Distillate Fuel Oil,2008
0200760,Akiachak,1966.326,Distillate Fuel Oil,2009
0200760,Akiachak,1901.467,Distillate Fuel Oil,2010
0200760,Akiachak,1885.185,Distillate Fuel Oil,2011
0200760,Akiachak,1963.726,Distillate Fuel Oil,2012
0200760,Akiachak,1908.909,Distillate Fuel Oil,2013
0200760,Akiachak,1871.996,Distillate Fuel Oil,2014
0200760,Akiachak,1951.908,Distillate Fuel Oil,2015
0200760,Akiachak,1971.032,Distillate Fuel Oil,2016
0200760,Akiachak,1945.101,Distillate Fuel Oil,2017
0200760,Akiachak,1919.966,Distillate Fuel Oil,2018
0200760,Akiachak,1733.814,Distillate Fuel Oil,2019
0200760,Akiachak,1910.344,Distillate Fuel Oil,2020
0200760,Akiachak,2003.701,Distillate Fuel Oil,2021
0200870,Akiak,179.910,Distillate Fuel Oil,2001
0200870,Akiak,897.143,Distillate Fuel Oil,2003
0200870,Akiak,906.539,Distillate Fuel Oil,2004
0200870,Akiak,1117.234,Distillate Fuel Oil,2005
0200870,Akiak,1026.299,Distillate Fuel Oil,2006
0200870,Akiak,1158.294,Distillate Fuel Oil,2007
0200870,Akiak,1091.263,Distillate Fuel Oil,2008
0200870,Akiak,1061.523,Distillate Fuel Oil,2009
0200870,Akiak,1109.799,Distillate Fuel Oil,2010
0200870,Akiak,1059.510,Distillate Fuel Oil,2011
0200870,Akiak,1208.747,Distillate Fuel Oil,2012
0200870,Akiak,1176.879,Distillate Fuel Oil,2013
0200870,Akiak,1204.634,Distillate Fuel Oil,2014
0200870,Akiak,1067.311,Distillate Fuel Oil,2015
0200870,Akiak,1133.561,Distillate Fuel Oil,2016
0200870,Akiak,1203.404,Distillate Fuel Oil,2017
0200870,Akiak,1202.145,Distillate Fuel Oil,2018
0200870,Akiak,929.501,Distillate Fuel Oil,2019
0200870,Akiak,997.522,Distillate Fuel Oil,2020
0200870,Akiak,224.694,Distillate Fuel Oil,2021
0201090,Akutan,248.458,Distillate Fuel Oil,2001
0201090,Akutan,537.520,Distillate Fuel Oil,2002
0201090,Akutan,12.286,Water at Hydroelectric Turbine,2002
0201090,Akutan,574.650,Distillate Fuel Oil,2003
0201090,Akutan,1.664,Water at Hydroelectric Turbine,2003
0201090,Akutan,528.244,Distillate Fuel Oil,2004
0201090,Akutan,535.352,Distillate Fuel Oil,2005
0201090,Akutan,527.647,Distillate Fuel Oil,2006
0201090,Akutan,103.762,Water at Hydroelectric Turbine,2006
0201090,Akutan,609.862,Distillate Fuel Oil,2007
0201090,Akutan,0.825,Water at Hydroelectric Turbine,2007
0201090,Akutan,667.067,Distillate Fuel Oil,2008
0201090,Akutan,567.169,Distillate Fuel Oil,2009
0201090,Akutan,12.924,Water at Hydroelectric Turbine,2009
0201090,Akutan,603.591,Distillate Fuel Oil,2010
0201090,Akutan,501.375,Distillate Fuel Oil,2011
0201090,Akutan,42.111,Water at Hydroelectric Turbine,2011
0201090,Akutan,366.944,Distillate Fuel Oil,2012
0201090,Akutan,365.204,Water at Hydroelectric Turbine,2012
0201090,Akutan,530.167,Distillate Fuel Oil,2013
0201090,Akutan,86.922,Water at Hydroelectric Turbine,2013
0201090,Akutan,661.252,Distillate Fuel Oil,2014
0201090,Akutan,285.172,Distillate Fuel Oil,2015
0201090,Akutan,2.142,Water at Hydroelectric Turbine,2015
0201090,Akutan,463.935,Distillate Fuel Oil,2016
0201090,Akutan,112.431,Water at Hydroelectric Turbine,2016
0201090,Akutan,446.216,Distillate Fuel Oil,2017
0201090,Akutan,114.539,Water at Hydroelectric Turbine,2017
0201090,Akutan,538.796,Distillate Fuel Oil,2018
0201090,Akutan,102.201,Water at Hydroelectric Turbine,2018
0201090,Akutan,642.182,Distillate Fuel Oil,2019
0201090,Akutan,0.002,Water at Hydroelectric Turbine,2019
0201090,Akutan,443.286,Distillate Fuel Oil,2020
0201090,Akutan,28.072,Water at Hydroelectric Turbine,2020
0201090,Akutan,515.405,Distillate Fuel Oil,2021
0201090,Akutan,168.137,Water at Hydroelectric Turbine,2021
0201200,Alakanuk,1548.000,Distillate Fuel Oil,2001
0201200,Alakanuk,1653.335,Distillate Fuel Oil,2002
0201200,Alakanuk,1819.635,Distillate Fuel Oil,2003
0201200,Alakanuk,1845.957,Distillate Fuel Oil,2004
0201200,Alakanuk,1770.349,Distillate Fuel Oil,2005
0201200,Alakanuk,1711.093,Distillate Fuel Oil,2006
0201200,Alakanuk,1814.017,Distillate Fuel Oil,2007
0201200,Alakanuk,1864.678,Distillate Fuel Oil,2008
0201200,Alakanuk,1863.730,Distillate Fuel Oil,2009
0201200,Alakanuk,1887.717,Distillate Fuel Oil,2010
0201200,Alakanuk,1972.137,Distillate Fuel Oil,2011
0201200,Alakanuk,2068.585,Distillate Fuel Oil,2012
0201200,Alakanuk,2329.994,Distillate Fuel Oil,2013
0201200,Alakanuk,2284.423,Distillate Fuel Oil,2014
0201200,Alakanuk,2161.015,Distillate Fuel Oil,2015
0201200,Alakanuk,1282.889,Distillate Fuel Oil,2016
0201200,Alakanuk,56.000,Jet Fuel,2017
0201200,Alakanuk,0.000,Jet Fuel,2018
0201200,Alakanuk,-14.000,Jet Fuel,2019
0201200,Alakanuk,0.000,Jet Fuel,2020
0201200,Alakanuk,0.000,Jet Fuel,2021
0201305,Alatna,576.001,Distillate Fuel Oil,2001
0201305,Alatna,598.730,Distillate Fuel Oil,2002
0201305,Alatna,653.688,Distillate Fuel Oil,2003
0201305,Alatna,638.676,Distillate Fuel Oil,2004
0201305,Alatna,621.038,Distillate Fuel Oil,2005
0201305,Alatna,631.255,Distillate Fuel Oil,2006
0201305,Alatna,651.749,Distillate Fuel Oil,2007
0201305,Alatna,660.484,Distillate Fuel Oil,2008
0201305,Alatna,715.166,Distillate Fuel Oil,2009
0201305,Alatna,694.388,Distillate Fuel Oil,2010
0201305,Alatna,689.401,Distillate Fuel Oil,2011
0201305,Alatna,729.312,Distillate Fuel Oil,2012
0201305,Alatna,725.568,Distillate Fuel Oil,2013
0201305,Alatna,634.584,Distillate Fuel Oil,2014
0201305,Alatna,596.952,Distillate Fuel Oil,2015
0201305,Alatna,589.679,Distillate Fuel Oil,2016
0201305,Alatna,618.048,Distillate Fuel Oil,2017
0201305,Alatna,593.712,Distillate Fuel Oil,2018
0201305,Alatna,611.182,Distillate Fuel Oil,2019
0201305,Alatna,667.394,Distillate Fuel Oil,2020
0201305,Alatna,662.064,Distillate Fuel Oil,2021
0201390,Alcan Border,1557.000,Distillate Fuel Oil,2001
0201390,Alcan Border,1558.268,Distillate Fuel Oil,2002
0201390,Alcan Border,1619.475,Distillate Fuel Oil,2003
0201390,Alcan Border,1505.784,Distillate Fuel Oil,2004
0201390,Alcan Border,1422.779,Distillate Fuel Oil,2005
0201390,Alcan Border,1438.318,Distillate Fuel Oil,2006
0201390,Alcan Border,1376.229,Distillate Fuel Oil,2007
0201390,Alcan Border,1458.459,Distillate Fuel Oil,2008
0201390,Alcan Border,1409.993,Distillate Fuel Oil,2009
0201390,Alcan Border,1287.701,Distillate Fuel Oil,2010
0201390,Alcan Border,1298.122,Distillate Fuel Oil,2011
0201390,Alcan Border,1289.600,Distillate Fuel Oil,2012
0201390,Alcan Border,1248.000,Distillate Fuel Oil,2013
0201390,Alcan Border,1169.600,Distillate Fuel Oil,2014
0201390,Alcan Border,1156.800,Distillate Fuel Oil,2015
0201390,Alcan Border,1124.801,Distillate Fuel Oil,2016
0201390,Alcan Border,1159.999,Distillate Fuel Oil,2017
0201390,Alcan Border,1116.799,Distillate Fuel Oil,2018
0201390,Alcan Border,1041.601,Distillate Fuel Oil,2019
0201390,Alcan Border,1102.400,Distillate Fuel Oil,2020
0201390,Alcan Border,1096.000,Distillate Fuel Oil,2021
0201420,Aleknagik,8984.400,Distillate Fuel Oil,2001
0201420,Aleknagik,18147.300,Distillate Fuel Oil,2002
0201420,Aleknagik,18618.300,Distillate Fuel Oil,2003
0201420,Aleknagik,19360.500,Distillate Fuel Oil,2004
0201420,Aleknagik,19318.400,Distillate Fuel Oil,2005
0201420,Aleknagik,19264.500,Distillate Fuel Oil,2006
0201420,Aleknagik,18525.200,Distillate Fuel Oil,2007
0201420,Aleknagik,18738.500,Distillate Fuel Oil,2008
0201420,Aleknagik,18730.700,Distillate Fuel Oil,2009
0201420,Aleknagik,19267.450,Distillate Fuel Oil,2010
0201420,Aleknagik,18919.700,Distillate Fuel Oil,2011
0201420,Aleknagik,19352.000,Distillate Fuel Oil,2012
0201420,Aleknagik,18504.842,Distillate Fuel Oil,2013
0201420,Aleknagik,18811.000,Distillate Fuel Oil,2014
0201420,Aleknagik,18511.600,Distillate Fuel Oil,2015
0201420,Aleknagik,18479.200,Distillate Fuel Oil,2016
0201420,Aleknagik,19143.180,Distillate Fuel Oil,2017
0201420,Aleknagik,19186.147,Distillate Fuel Oil,2018
0201420,Aleknagik,19189.907,Distillate Fuel Oil,2019
0201420,Aleknagik,18565.575,Distillate Fuel Oil,2020
0201420,Aleknagik,19099.986,Distillate Fuel Oil,2021
0201560,Aleneva,,,
0201860,Allakaket,576.001,Distillate Fuel Oil,2001
0201860,Allakaket,598.730,Distillate Fuel Oil,2002
0201860,Allakaket,653.688,Distillate Fuel Oil,2003
0201860,Allakaket,638.676,Distillate Fuel Oil,2004
0201860,Allakaket,621.038,Distillate Fuel Oil,2005
0201860,Allakaket,631.255,Distillate Fuel Oil,2006
0201860,Allakaket,651.749,Distillate Fuel Oil,2007
0201860,Allakaket,660.484,Distillate Fuel Oil,2008
0201860,Allakaket,715.166,Distillate Fuel Oil,2009
0201860,Allakaket,694.388,Distillate Fuel Oil,2010
0201860,Allakaket,689.401,Distillate Fuel Oil,2011
0201860,Allakaket,729.312,Distillate Fuel Oil,2012
0201860,Allakaket,725.568,Distillate Fuel Oil,2013
0201860,Allakaket,634.584,Distillate Fuel Oil,2014
0201860,Allakaket,596.952,Distillate Fuel Oil,2015
0201860,Allakaket,589.679,Distillate Fuel Oil,2016
0201860,Allakaket,618.048,Distillate Fuel Oil,2017
0201860,Allakaket,593.712,Distillate Fuel Oil,2018
0201860,Allakaket,611.182,Distillate Fuel Oil,2019
0201860,Allakaket,667.394,Distillate Fuel Oil,2020
0201860,Allakaket,662.064,Distillate Fuel Oil,2021
0201970,Ambler,1114.000,Distillate Fuel Oil,2001
0201970,Ambler,1180.518,Distillate Fuel Oil,2002
0201970,Ambler,1308.917,Distillate Fuel Oil,2003
0201970,Ambler,1425.464,Distillate Fuel Oil,2004
0201970,Ambler,1295.166,Distillate Fuel Oil,2005
0201970,Ambler,1315.042,Distillate Fuel Oil,2006
0201970,Ambler,1374.285,Distillate Fuel Oil,2007
0201970,Ambler,1259.105,Distillate Fuel Oil,2008
0201970,Ambler,1253.915,Distillate Fuel Oil,2009
0201970,Ambler,1285.316,Distillate Fuel Oil,2010
0201970,Ambler,1308.841,Distillate Fuel Oil,2011
0201970,Ambler,1350.086,Distillate Fuel Oil,2012
0201970,Ambler,1288.629,Distillate Fuel Oil,2013
0201970,Ambler,1234.382,Distillate Fuel Oil,2014
0201970,Ambler,1362.904,Distillate Fuel Oil,2015
0201970,Ambler,1338.498,Distillate Fuel Oil,2016
0201970,Ambler,1302.225,Distillate Fuel Oil,2017
0201970,Ambler,1234.807,Distillate Fuel Oil,2018
0201970,Ambler,1176.000,Distillate Fuel Oil,2019
0201970,Ambler,1246.482,Distillate Fuel Oil,2020
0201970,Ambler,1330.930,Distillate Fuel Oil,2021
0202080,Anaktuvuk Pass,1816.800,Distillate Fuel Oil,2001
0202080,Anaktuvuk Pass,4111.200,Distillate Fuel Oil,2002
0202080,Anaktuvuk Pass,3920.459,Distillate Fuel Oil,2003
0202080,Anaktuvuk Pass,4262.432,Distillate Fuel Oil,2004
0202080,Anaktuvuk Pass,4691.092,Distillate Fuel Oil,2005
0202080,Anaktuvuk Pass,4662.721,Distillate Fuel Oil,2006
0202080,Anaktuvuk Pass,3999.999,Distillate Fuel Oil,2007
0202080,Anaktuvuk Pass,3185.000,Distillate Fuel Oil,2008
0202080,Anaktuvuk Pass,3942.122,Distillate Fuel Oil,2009
0202080,Anaktuvuk Pass,3854.199,Distillate Fuel Oil,2010
0202080,Anaktuvuk Pass,3769.000,Distillate Fuel Oil,2011
0202080,Anaktuvuk Pass,4251.301,Distillate Fuel Oil,2012
0202080,Anaktuvuk Pass,4253.000,Distillate Fuel Oil,2013
0202080,Anaktuvuk Pass,4231.000,Distillate Fuel Oil,2014
0202080,Anaktuvuk Pass,4110.000,Distillate Fuel Oil,2015
0202080,Anaktuvuk Pass,4256.000,Distillate Fuel Oil,2016
0202080,Anaktuvuk Pass,4244.298,Distillate Fuel Oil,2017
0202080,Anaktuvuk Pass,4033.000,Distillate Fuel Oil,2018
0202080,Anaktuvuk Pass,4042.567,Distillate Fuel Oil,2019
0202080,Anaktuvuk Pass,4094.432,Distillate Fuel Oil,2020
0202080,Anaktuvuk Pass,4260.000,Distillate Fuel Oil,2021
0203110,Anchor Point,490.999,Distillate Fuel Oil,2001
0203110,Anchor Point,426710.001,Natural Gas,2001
0203110,Anchor Point,345681.000,Water at Hydroelectric Turbine,2001
0203110,Anchor Point,355.740,Distillate Fuel Oil,2002
0203110,Anchor Point,473327.141,Natural Gas,2002
0203110,Anchor Point,484899.000,Water at Hydroelectric Turbine,2002
0203110,Anchor Point,243.001,Distillate Fuel Oil,2003
0203110,Anchor Point,399766.998,Natural Gas,2003
0203110,Anchor Point,500875.000,Water at Hydroelectric Turbine,2003
0203110,Anchor Point,336.702,Distillate Fuel Oil,2004
0203110,Anchor Point,398518.890,Natural Gas,2004
0203110,Anchor Point,429709.000,Water at Hydroelectric Turbine,2004
0203110,Anchor Point,235.643,Distillate Fuel Oil,2005
0203110,Anchor Point,490271.637,Natural Gas,2005
0203110,Anchor Point,452757.000,Water at Hydroelectric Turbine,2005
0203110,Anchor Point,236.000,Distillate Fuel Oil,2006
0203110,Anchor Point,2147.575,Jet Fuel,2006
0203110,Anchor Point,451056.328,Natural Gas,2006
0203110,Anchor Point,343766.000,Water at Hydroelectric Turbine,2006
0203110,Anchor Point,382.001,Distillate Fuel Oil,2007
0203110,Anchor Point,264.025,Jet Fuel,2007
0203110,Anchor Point,443609.870,Natural Gas,2007
0203110,Anchor Point,336288.000,Water at Hydroelectric Turbine,2007
0203110,Anchor Point,22.000,Distillate Fuel Oil,2008
0203110,Anchor Point,3.268,Jet Fuel,2008
0203110,Anchor Point,473626.372,Natural Gas,2008
0203110,Anchor Point,296759.000,Water at Hydroelectric Turbine,2008
0203110,Anchor Point,324.649,Distillate Fuel Oil,2009
0203110,Anchor Point,163.399,Jet Fuel,2009
0203110,Anchor Point,378362.432,Natural Gas,2009
0203110,Anchor Point,362293.410,Water at Hydroelectric Turbine,2009
0203110,Anchor Point,202.000,Distillate Fuel Oil,2010
0203110,Anchor Point,0.000,Jet Fuel,2010
0203110,Anchor Point,354378.140,Natural Gas,2010
0203110,Anchor Point,348270.970,Water at Hydroelectric Turbine,2010
0203110,Anchor Point,160.167,Distillate Fuel Oil,2011
0203110,Anchor Point,0.000,Jet Fuel,2011
0203110,Anchor Point,375394.769,Natural Gas,2011
0203110,Anchor Point,2738.304,Other Gas,2011
0203110,Anchor Point,303900.000,Water at Hydroelectric Turbine,2011
0203110,Anchor Point,214.332,Distillate Fuel Oil,2012
0203110,Anchor Point,0.000,Jet Fuel,2012
0203110,Anchor Point,355032.847,Natural Gas,2012
0203110,Anchor Point,2658.441,Other Gas,2012
0203110,Anchor Point,397373.000,Water at Hydroelectric Turbine,2012
0203110,Anchor Point,101.277,Distillate Fuel Oil,2013
0203110,Anchor Point,0.000,Jet Fuel,2013
0203110,Anchor Point,201008.184,Natural Gas,2013
0203110,Anchor Point,430.659,Waste Oil,2013
0203110,Anchor Point,368254.000,Water at Hydroelectric Turbine,2013
0203110,Anchor Point,444.000,Distillate Fuel Oil,2014
0203110,Anchor Point,0.000,Jet Fuel,2014
0203110,Anchor Point,306144.240,Natural Gas,2014
0203110,Anchor Point,0.000,Waste Oil,2014
0203110,Anchor Point,432575.000,Water at Hydroelectric Turbine,2014
0203110,Anchor Point,228.103,Distillate Fuel Oil,2015
0203110,Anchor Point,0.000,Jet Fuel,2015
0203110,Anchor Point,315789.997,Natural Gas,2015
0203110,Anchor Point,471705.000,Water at Hydroelectric Turbine,2015
0203110,Anchor Point,87.000,Distillate Fuel Oil,2016
0203110,Anchor Point,0.000,Jet Fuel,2016
0203110,Anchor Point,316448.000,Natural Gas,2016
0203110,Anchor Point,430509.000,Water at Hydroelectric Turbine,2016
0203110,Anchor Point,15.000,Distillate Fuel Oil,2017
0203110,Anchor Point,0.000,Jet Fuel,2017
0203110,Anchor Point,316493.000,Natural Gas,2017
0203110,Anchor Point,387059.000,Water at Hydroelectric Turbine,2017
0203110,Anchor Point,85.461,Distillate Fuel Oil,2018
0203110,Anchor Point,0.000,Jet Fuel,2018
0203110,Anchor Point,276027.539,Natural Gas,2018
0203110,Anchor Point,404479.000,Water at Hydroelectric Turbine,2018
0203110,Anchor Point,63.000,Distillate Fuel Oil,2019
0203110,Anchor Point,0.000,Jet Fuel,2019
0203110,Anchor Point,237333.000,Natural Gas,2019
0203110,Anchor Point,413592.000,Water at Hydroelectric Turbine,2019
0203110,Anchor Point,4329.915,Distillate Fuel Oil,2020
0203110,Anchor Point,302127.085,Natural Gas,2020
0203110,Anchor Point,466635.000,Water at Hydroelectric Turbine,2020
0203110,Anchor Point,224.000,Distillate Fuel Oil,2021
0203110,Anchor Point,290511.000,Natural Gas,2021
0203110,Anchor Point,391018.000,Water at Hydroelectric Turbine,2021
0203000,Anchorage,571.000,Distillate Fuel Oil,2001
0203000,Anchorage,2690002.000,Natural Gas,2001
0203000,Anchorage,59447.000,Water at Hydroelectric Turbine,2001
0203000,Anchorage,309.000,Distillate Fuel Oil,2002
0203000,Anchorage,2583439.000,Natural Gas,2002
0203000,Anchorage,65555.000,Water at Hydroelectric Turbine,2002
0203000,Anchorage,260.000,Distillate Fuel Oil,2003
0203000,Anchorage,1097628.000,Natural Gas,2003
0203000,Anchorage,47662.000,Water at Hydroelectric Turbine,2003
0203000,Anchorage,344.884,Distillate Fuel Oil,2004
0203000,Anchorage,941642.001,Natural Gas,2004
0203000,Anchorage,48351.001,Water at Hydroelectric Turbine,2004
0203000,Anchorage,115.276,Distillate Fuel Oil,2005
0203000,Anchorage,795761.001,Natural Gas,2005
0203000,Anchorage,34043.001,Water at Hydroelectric Turbine,2005
0203000,Anchorage,92.932,Distillate Fuel Oil,2006
0203000,Anchorage,1194561.001,Natural Gas,2006
0203000,Anchorage,30089.001,Water at Hydroelectric Turbine,2006
0203000,Anchorage,152.344,Distillate Fuel Oil,2007
0203000,Anchorage,1127247.621,Natural Gas,2007
0203000,Anchorage,24303.000,Water at Hydroelectric Turbine,2007
0203000,Anchorage,120.484,Distillate Fuel Oil,2008
0203000,Anchorage,1248362.767,Natural Gas,2008
0203000,Anchorage,6663.000,Water at Hydroelectric Turbine,2008
0203000,Anchorage,253.636,Distillate Fuel Oil,2009
0203000,Anchorage,1412095.075,Natural Gas,2009
0203000,Anchorage,33262.000,Water at Hydroelectric Turbine,2009
0203000,Anchorage,575.859,Distillate Fuel Oil,2010
0203000,Anchorage,994667.057,Natural Gas,2010
0203000,Anchorage,45390.000,Water at Hydroelectric Turbine,2010
0203000,Anchorage,109.853,Distillate Fuel Oil,2011
0203000,Anchorage,1419720.471,Natural Gas,2011
0203000,Anchorage,28759.000,Water at Hydroelectric Turbine,2011
0203000,Anchorage,857.634,Distillate Fuel Oil,2012
0203000,Anchorage,1027320.761,Natural Gas,2012
0203000,Anchorage,77589.000,Water at Hydroelectric Turbine,2012
0203000,Anchorage,935.896,Distillate Fuel Oil,2013
0203000,Anchorage,1125792.387,Natural Gas,2013
0203000,Anchorage,35928.000,Water at Hydroelectric Turbine,2013
0203000,Anchorage,44784.000,Wind,2013
0203000,Anchorage,466.953,Distillate Fuel Oil,2014
0203000,Anchorage,870092.532,Natural Gas,2014
0203000,Anchorage,32050.000,Water at Hydroelectric Turbine,2014
0203000,Anchorage,47813.000,Wind,2014
0203000,Anchorage,493.112,Distillate Fuel Oil,2015
0203000,Anchorage,616460.562,Natural Gas,2015
0203000,Anchorage,16425.000,Water at Hydroelectric Turbine,2015
0203000,Anchorage,50562.000,Wind,2015
0203000,Anchorage,70.123,Distillate Fuel Oil,2016
0203000,Anchorage,615436.794,Natural Gas,2016
0203000,Anchorage,86666.000,Water at Hydroelectric Turbine,2016
0203000,Anchorage,56022.000,Wind,2016
0203000,Anchorage,49.623,Distillate Fuel Oil,2017
0203000,Anchorage,685153.102,Natural Gas,2017
0203000,Anchorage,25713.000,Water at Hydroelectric Turbine,2017
0203000,Anchorage,47715.000,Wind,2017
0203000,Anchorage,63.041,Distillate Fuel Oil,2018
0203000,Anchorage,650295.739,Natural Gas,2018
0203000,Anchorage,59832.000,Water at Hydroelectric Turbine,2018
0203000,Anchorage,51829.000,Wind,2018
0203000,Anchorage,32.526,Distillate Fuel Oil,2019
0203000,Anchorage,685057.722,Natural Gas,2019
0203000,Anchorage,46102.000,Water at Hydroelectric Turbine,2019
0203000,Anchorage,48221.000,Wind,2019
0203000,Anchorage,69.606,Distillate Fuel Oil,2020
0203000,Anchorage,451805.484,Natural Gas,2020
0203000,Anchorage,60854.000,Water at Hydroelectric Turbine,2020
0203000,Anchorage,47201.000,Wind,2020
0203000,Anchorage,0.000,Distillate Fuel Oil,2021
0203000,Anchorage,937447.089,Natural Gas,2021
0203000,Anchorage,36381.000,Water at Hydroelectric Turbine,2021
0203000,Anchorage,41759.000,Wind,2021
0203000,Anchorage,,,
0203220,Anderson,320199.883,Coal,2001
0203220,Anderson,10180.000,Distillate Fuel Oil,2001
0203220,Anderson,579967.000,Residual Fuel Oil,2001
0203220,Anderson,481090.841,Coal,2002
0203220,Anderson,17426.909,Distillate Fuel Oil,2002
0203220,Anderson,546300.000,Residual Fuel Oil,2002
0203220,Anderson,32.000,Waste Oil,2002
0203220,Anderson,1031.000,Wood Waste Solids,2002
0203220,Anderson,456747.980,Coal,2003
0203220,Anderson,6308.990,Distillate Fuel Oil,2003
0203220,Anderson,453733.000,Residual Fuel Oil,2003
0203220,Anderson,64.000,Waste Oil,2003
0203220,Anderson,758.001,Wood Waste Solids,2003
0203220,Anderson,519938.432,Coal,2004
0203220,Anderson,9963.938,Distillate Fuel Oil,2004
0203220,Anderson,360379.000,Residual Fuel Oil,2004
0203220,Anderson,0.000,Waste Oil,2004
0203220,Anderson,388.500,Wood Waste Solids,2004
0203220,Anderson,525017.007,Coal,2005
0203220,Anderson,2907.565,Distillate Fuel Oil,2005
0203220,Anderson,360562.000,Residual Fuel Oil,2005
0203220,Anderson,0.000,Waste Oil,2005
0203220,Anderson,382.565,Wood Waste Solids,2005
0203220,Anderson,532341.253,Coal,2006
0203220,Anderson,3215.258,Distillate Fuel Oil,2006
0203220,Anderson,337599.000,Residual Fuel Oil,2006
0203220,Anderson,0.000,Waste Oil,2006
0203220,Anderson,515.509,Wood Waste Solids,2006
0203220,Anderson,538127.163,Coal,2007
0203220,Anderson,5102.496,Distillate Fuel Oil,2007
0203220,Anderson,284406.908,Jet Fuel,2007
0203220,Anderson,436.577,Natural Gas,2007
0203220,Anderson,266301.606,Residual Fuel Oil,2007
0203220,Anderson,0.000,Waste Oil,2007
0203220,Anderson,21.755,Wood Waste Solids,2007
0203220,Anderson,512423.237,Coal,2008
0203220,Anderson,5916.308,Distillate Fuel Oil,2008
0203220,Anderson,387339.730,Jet Fuel,2008
0203220,Anderson,0.000,Natural Gas,2008
0203220,Anderson,126668.178,Residual Fuel Oil,2008
0203220,Anderson,0.000,Wood Waste Solids,2008
0203220,Anderson,515890.711,Coal,2009
0203220,Anderson,7005.089,Distillate Fuel Oil,2009
0203220,Anderson,370545.007,Jet Fuel,2009
0203220,Anderson,0.000,Natural Gas,2009
0203220,Anderson,343136.891,Residual Fuel Oil,2009
0203220,Anderson,463538.211,Coal,2010
0203220,Anderson,7652.130,Distillate Fuel Oil,2010
0203220,Anderson,0.000,Jet Fuel,2010
0203220,Anderson,639.868,Natural Gas,2010
0203220,Anderson,192178.603,Residual Fuel Oil,2010
0203220,Anderson,423964.882,Coal,2011
0203220,Anderson,3653.416,Distillate Fuel Oil,2011
0203220,Anderson,155547.000,Jet Fuel,2011
0203220,Anderson,2837.823,Natural Gas,2011
0203220,Anderson,102593.325,Residual Fuel Oil,2011
0203220,Anderson,463815.730,Coal,2012
0203220,Anderson,5994.123,Distillate Fuel Oil,2012
0203220,Anderson,197942.000,Jet Fuel,2012
0203220,Anderson,2683.523,Natural Gas,2012
0203220,Anderson,175535.364,Residual Fuel Oil,2012
0203220,Anderson,374005.564,Coal,2013
0203220,Anderson,3916.995,Distillate Fuel Oil,2013
0203220,Anderson,91958.000,Jet Fuel,2013
0203220,Anderson,5000.441,Natural Gas,2013
0203220,Anderson,33991.362,Residual Fuel Oil,2013
0203220,Anderson,72610.000,Wind,2013
0203220,Anderson,0.000,Wood Waste Solids,2013
0203220,Anderson,376282.303,Coal,2014
0203220,Anderson,1508.242,Distillate Fuel Oil,2014
0203220,Anderson,131279.730,Jet Fuel,2014
0203220,Anderson,2161.112,Natural Gas,2014
0203220,Anderson,47426.548,Residual Fuel Oil,2014
0203220,Anderson,76279.000,Wind,2014
0203220,Anderson,0.000,Wood Waste Solids,2014
0203220,Anderson,432567.508,Coal,2015
0203220,Anderson,14837.204,Distillate Fuel Oil,2015
0203220,Anderson,0.000,Jet Fuel,2015
0203220,Anderson,0.000,Natural Gas,2015
0203220,Anderson,48522.553,Residual Fuel Oil,2015
0203220,Anderson,163960.164,Waste Oil,2015
0203220,Anderson,76784.000,Wind,2015
0203220,Anderson,0.000,Wood Waste Solids,2015
